ubn,country_code,farm_name,recent_mpr_date
394022,NL,Landbouwbedrijf Sweep-Verpaalen V.O.F.,2025-10-16
3502300588,BE,Coudeville Leen,2025-02-05
29217055,FR,GAEC DE KEREO,2025-09-30
50322026,FR,GAEC COUDRAY,2025-10-09
067125802,GB,I P JONES MYNYDD MOSTYN TRELOGAN,2025-10-07
365422,NL,S.J. Pronk,2025-09-26
29892,NL,Mts. Reitsma,2025-10-01
6284167,NL,Vof Buitenhuis-Nieuwenhuizen,2025-09-21
42213083,FR,Gaec de MACHEZALLET,2025-10-01
22176335,FR,GAEC DE LA PORTE ES CLERC,2025-09-30
331315,NL,W.G.J van Eck,2025-09-19
3201404972,BE,Mortier Hans,2025-08-12
911799100,GB,THOMAS J BELL MRS M M BELL,2025-09-19
108509201,GB,"KNAPMAN FARMS, SHILSTONE FARM",2025-09-25
923024401,GB,H GOODWIN & SONS,2025-02-26
418843,NL,HMPT Derks,2025-10-14
402983,NL,van Suijlekom landbouw,2025-09-11
410487,NL,H. Coppens,2025-10-14
307222,NL,"NILLESEN-FLEUREN, MTS MJM+MGW",2025-09-24
422231,NL,Jos Nielen,2025-07-13
331669,NL,Mts. Kruiswijk,2024-07-17
427339,NL,V.O.F. van Bakel,2025-10-17
236513,NL,J.G.M. Freriks,2025-09-26
2488840,NL,PAJ Schouten,2025-10-09
08113001,FR,GAEC DE LA FONTAINE BARBETTE,2025-09-11
22211112,FR,JEAN CHRISTOPHE SALIOU,2025-10-13
902652700,GB,PENRHIW FARMS LTD,2025-07-17
243630,NL,G.EKENHORST,2025-09-26
422169,NL,Melkveebedrijf Smits V.O.F.,2025-09-11
170349,NL,Melkveebedrijf Uineken,2025-10-15
437109,NL,Roest,2024-07-18
22100025,FR,GAEC HAMON LES ESSARTS,2025-09-09
084677701,GB,FOLLY FARM PARTNERS HOME FARM SULHAMSTEAD,2025-07-30
146631901,GB,DAVID CARGILL HOLLYBANK FARM,2025-09-18
901535600,GB,A & R STEEL,2025-10-08
098189602,GB,FINEFARM LTD MANOR FARM,2024-03-16
317865,NL,Pruijn,2023-11-18
6293093,NL,Fa. Aantjes - Blokhuis,2025-09-21
320704,NL,G.H. Dinkelman,2025-09-04
066084401,GB,D C & MRS A ROBERTS BACH Y GRAIG TREMEIRCHION ST ASAPH CLWYD,2025-06-26
24615,NL,Werf,2025-01-03
342256,NL,VOF Roseboom,2024-06-24
235325,NL,Klijn Velderman,2025-09-02
901137200,GB,S T ALLEN & SON,2025-09-15
3403302085,BE,Wim Callewaert,2025-09-19
1178168,NL,J.A. Hessels,2025-10-05
6344849,NL,SMITS,2024-02-21
146660501,GB,Luke McCune 168 Aghoury Road Portadown Armagh BT62 3SX,2024-01-12
098025301,GB,YEATMAN & SONS LTD GRANGE FARM,2025-10-07
4501705433,BE,Desmet Christian&Wouter,2025-10-07
02388084,FR,GAEC DU FRANC BOIS,2025-10-10
29208090,FR,EARL LE ZEF,2025-09-23
078380301,GB,MR B HILL,2025-10-14
353128,NL,Maatschap M.L. Kesteloo en M.P. Kesteloo,2025-10-16
961840,NL,Kaasboerderij Koopman,2025-09-29
4601600477,BE,Korenheie Holsteins familie De Paep,2025-09-15
416436,NL,melkveebedrijf fga van der heijden,2025-10-15
439097,NL,H. v Esch,2025-09-10
3701517168,BE,VAN SLAMBROUCK Comm VLO,2025-09-07
915270800,GB,MR J A NEVIN,2025-09-28
097947902,GB,D & P YEATMAN WHITFIELD FARM,2025-10-02
1319783,NL,Melkveebedrijf Scheepers,2025-09-26
385282,NL,Hoeve Nieuw Bethlehem,2025-10-06
300810,NL,Maatschap Pleiter Kolkman Lageschaar,2025-10-17
289735,NL,D.A Kampen,2025-09-11
421304,NL,vof van dinther van erp,2025-10-07
14346092,FR,OLIVIER SCHMIT,2025-01-06
53113203,FR,GAEC DE LA CUJONNIERE,2025-09-23
097814902,GB,Ellis Partners Lower Langdon Farm,2025-09-30
420680,NL,GMH Opsteeg VOF,2025-03-20
333478,NL,Mts van Blokland.,2025-09-29
43111020,FR,GAEC DES TOURTERELLES,2025-10-09
172639,NL,A. Wemmenhove en J. Wemmenhove-Brand,2025-09-04
363589,NL,VOF De Eendracht,2025-10-08
772802,NL,C.J.G.M. van Gestel,2025-09-25
2103600604,BE,Lindehof Van Ruysevelt,2025-09-24
35112065,FR,GAEC LA BONNERIE,2025-07-29
028235101,GB,S P ROBINSON OX CLOSE FARM,2022-11-24
058866201,GB,AJ & JA PERCIVAL 3 HORSEMARLING FARM,2025-09-18
057793101,GB,A R BECKETT & SONS BROOKFIELD FARM,2024-08-03
204727,NL,Aeres Landbouwbedrijf B.V.,2024-05-22
394084,NL,Vof de Vooght-Daamen,2025-09-30
01314021,FR,EARL LES CHAPOTIERES,2025-01-07
35058082,FR,EARL SEVIN,2025-10-15
50532023,FR,GAEC CHAPDELAINE LEZEAUX,2025-10-17
018826802,GB,S & M Cooper Tarnside Farm Ulverston Lancs,2025-09-30
902643600,GB,GEE JAY FARMING LTD,2025-01-28
909505100,GB,M A JOLLIFFE,2025-10-08
1301704331,BE,Noyens Commv,2025-09-14
155364,NL,Mts. Westeneng-Schilder,2025-10-17
190202,NL,Ebbinge C.V.,2024-08-15
474241,NL,De Waalhoek CV,2025-09-10
50111234,FR,GAEC DE LA RIMONDIERE,2025-09-01
08318066,FR,EARL DU BLANC MOULIN,2025-10-04
026867302,GB,C J WHITTAKER & SONS UPPER LOXLEY FARM,2025-07-01
2104296,NL,M. van den berg landbouwbedrijf,2025-09-28
366452,NL,Mts. Hakvoort,2025-09-25
3500606425,BE,Thomas Feys,2025-09-19
168588,NL,HOOGENDOORN,2025-10-13
109213101,GB,H I ANGWIN & SONS LOWER BOSCARNE,2025-09-25
398475,NL,H. SEEUWS,2025-10-11
62918,GB,Harper Doupe,2025-09-15
22346005,FR,EARL LE PRE CARO,2025-10-08
50189022,FR,GAEC PICOT,2025-09-17
908635600,GB,S & D C BLAND,2025-10-08
4602800954,BE,Wilfried De Blanger,2025-09-16
243702,NL,Mts. Leyrik,2025-10-08
245920,NL,P ENSING,2025-09-17
097100201,GB,R & G POLE MANOR FARM WANSTROW,2025-09-03
312035,NL,MTS Schoneveld,2025-09-24
098084501,GB,D R R & M E STRANGER & SONS LTD MANSFIELD FARM,2025-09-23
160710110010,DE,TLPVG Buttelstedt,2025-10-20
4300450742,BE,HERMAN VERCAUTEREN,2025-10-14
1301802745,BE,Bart Hermans,2025-10-04
35217055,FR,EARL GENDRY,2025-10-08
35187003,FR,GAEC Merel,2023-06-26
067150901,GB,G L THOMAS AI GWMNI TAI HIRION,2025-09-10
027052101,GB,E A JOHNSON ESQ THE HOUGH,2025-09-02
412980,NL,Melkveebedrijf van Aaken,2025-09-16
170071,NL,Melkveebedrijf H.Smits,2025-09-30
42325018,FR,GAEC DES PLANETS,2025-10-08
911938500,GB,MR D TAYLOR,2024-12-19
109800602,GB,"D J & J E MERRIN, HIGHER WOOLSTON FARM, LODDISWELL",2025-10-16
7300109357,BE,Nagels Lv,2025-09-23
279965,NL,Firma van Maaren de Fockert,2025-10-08
065005902,GB,FARM OFFICE BROADLEYS FARM,2025-06-26
406910,NL,MILLSTREAM,2024-10-25
519560,NL,Melkveebedrijf Kuijstermans,2024-08-24
914399700,GB,MR DALE BYERS,2025-08-30
405739,NL,Maatschap W.C.C.M. Bakx en A.M.D.C. Bakx-Kerstens,2025-09-12
018823901,GB,J S & I M WILSON MONK FOSS FARM,2025-06-30
8242028,NL,Mts. Groeneveld-Verrips,2025-10-09
097761201,GB,KNAPP FARM LTD KNAPP FARM GLASTONBURY SOMERSET,2025-07-03
316880,NL,B.J.A.G. WOUTERS,2025-10-04
107296102,GB,B G & M R BALMENT WHIDDON FARM,2025-09-10
901182300,GB,NORTH LEE FARMS,2025-10-07
6486532,NL,Vof nijenhuis,2024-07-24
63140080,FR,Gaec Du Plateau Des Buissons,2025-09-01
6157029,NL,Melkveebedrijf Bink BV,2025-10-12
261643,NL,Melkvee timmer,2025-10-06
901233200,GB,"LEICESTERSHIRE HANDMADE CHEESE COMPANY, SPARKENHOE FARM",2025-10-07
42178,NL,F  Zeinstra,2024-01-09
273899,NL,MTS Tijhuis,2024-08-21
914439900,GB,Kyle Farlow,2025-09-22
916224000,GB,MR KENNY HAWKES,2025-09-10
3102302803,BE,Van Coppenolle Jurgen,2025-10-14
35120171,FR,GAEC DU DOMAINE GONZE,2025-09-25
316323,NL,P. Claassen melkveehouderij,2025-09-22
35113030,FR,GAEC LA CROIX CHEMIN,2025-05-12
902257600,GB,A STRUTHERS & SON,2025-09-30
902758000,GB,"Ioan Jones, Rhydonnen CYF",2024-11-06
1300809103,BE,De Schutter VOFLO,2025-10-02
4402800896,BE,dereepere,2025-09-08
391805,NL,VOF Francke,2024-09-06
440055,NL,Mjm Peeters,2025-09-23
1060756328,DE,Rahlf GbR,2025-09-16
30104,NL,Melkveebedrijf Reitsma,2025-10-10
033570182014,DE,"Kahrs, Hans-Hermann",2025-10-19
296656,NL,MTS HURENKAMP,2025-04-04
35019253,FR,GAEC SACHET,2025-09-29
22199121,FR,GAEC de l?Églantine,2025-05-07
178767,NL,Mts. Kool - van Ingen,2025-09-18
105833901,GB,B C & P M COX MEARFIELD,2025-05-12
405571,NL,Vof van Poppel,2025-09-11
911916200,GB,Mr Peter Stewart,2025-10-02
15196002,FR,GAEC CALAMITY ELEVAGE,2025-09-22
22225022,FR,EARL LE COTTON CORBEL,2025-05-15
57213031,FR,EARL DE LA PASSION,2025-09-16
028148102,GB,J C & M E MOSS WETWOOD FARM MEERBROOK LEEK STAFFORDSHIRE,2025-09-30
402653,NL,Snoek,2025-10-18
22052023,FR,EARL de Kerviou,2025-08-29
098147604,GB,PS HEMMINGS SOUTH LODGE FARM,2025-10-08
1101710236,BE,HENS GUY&DIRK COMM,2025-09-26
44023106,FR,MEHDI FRANCOIS,2025-09-25
50139347,FR,Mr ROMAIN LEPESANT,2025-10-17
109787302,GB,DJ & JE MERRIN APPLEDORE FARM,2025-09-17
50591027,FR,EARL ROUSSEAU,2025-08-29
028006003,GB,R MCDOWELL WILLOUGH BRIDGE LODGE,2025-08-20
909679000,GB,T D GOLDIE & SON,2023-07-06
108688202,GB,TRINK DAIRY LTD,2025-09-09
167156,NL,B. Boxen,2025-09-23
316512,NL,A Remy,2025-09-10
1304809240,BE,VLOEMANS COMMVLO,2025-09-18
028083601,GB,MR A J LEE TOW TOP FARM,2025-09-26
902473300,GB,RED EARTH FARMS LTD,2025-08-11
901791400,GB,THOMAS FOXHOLE,2025-09-29
911296000,GB,"Robert Beattie, 195 GARRYDUFF RD",2025-08-29
146671301,GB,"J A & W J A & M S MCCOLLUM, 14 GELNHEAD ROAD",2025-10-14
409151,NL,Mts. WGHM en RPM Intven,2025-09-24
8923,NL,H BERGMAN,2025-09-19
027104801,GB,E & N HOLSEY FOSTER PLACE FARM HEPWORTH HUDDERSFIELD WEST YORKSHIRE,2025-10-14
50443202,FR,EARL BODIN,2025-10-10
146649301,GB,ALISTAIR DORAN,2025-10-06
206196,NL,Veldscholten,2023-09-09
554972,NL,Van Bergen Veldkamp VOF,2025-04-07
50428274,FR,GAEC BEAUSAPIN,2024-07-17
62604033,FR,GAEC DYNAMILK,2025-09-24
467863,NL,J.J. de Wit,2025-09-17
2480178,NL,Jennissen Veedijk VOF,2025-09-02
376648,NL,D.J. de Bruijn,2025-09-25
416618,NL,V.O.F. Deenen-Kolsters,2025-09-15
39212013,FR,GAEC DU CENTENAIRE,2025-10-07
50510023,FR,GAEC DES MARETTES,2024-09-18
109346803,GB,"C BROOKING & SON, CROWDEN",2025-10-01
018888001,GB,"ALISTAIR F BROWN, FORTACRES FARM",2025-09-25
6566500,NL,Vecunda,2025-09-30
1302310074,BE,Van den Broek-de Roy Lv,2025-10-07
437147,NL,Mts. Coolen,2025-10-09
61977,NL,Mts S en T Bosma,2025-08-29
356204,NL,FA L KOOLE EN ZONEN,2025-09-11
43042012,FR,EARL DES REINES MARGUERITES,2024-12-04
73197029,FR,GAEC ALPIN,2025-09-15
046219101,GB,D J LIGGINS T A D M LIGGINS & SON FOSSE FARM,2025-08-31
902211700,GB,S FORSHAW & SONS,2025-09-25
39166002,FR,EARL DU CLOS VERT,2025-10-06
108796201,GB,VELCOURT LTD BARNSTAPLE LODGE,2023-08-30
6520034,NL,Blakervelder Hoeve V.O.F.,2025-06-17
399144,NL,Mts. de Jong,2025-09-13
553351,NL,Gevel,2024-12-30
39116001,FR,EARL DES MONDENONS,2025-01-17
25285011,FR,GAEC Chabod Sancey,2025-09-11
921065901,GB,R A & E M HAWORTH,2025-09-17
429447,NL,Vof Jonkers,2025-10-05
22291043,FR,Gaec de kerfourdan,2025-01-27
22061323,FR,GAEC ELEVAGE BERNARD,2025-10-15
106994601,GB,G E SEXON & SONS CASTLE HILL,2025-09-24
066764901,GB,J E & G K WILLIAMS FFORD LAS,2025-09-18
017756302,GB,STAINTON HILL FARMS STAINTON HILL FARM STREATLAM BARNARD CASTLE,2025-10-16
921046801,GB,A R & E R JONES HENDY,2025-09-15
915507000,GB,Millar Dairy Farm,2025-09-29
914464200,GB,TREVOR & GRAHAM RUTHLEDGE,2024-12-13
109743401,GB,VELCOURT LTD CLATWORTHY EAST,2024-11-21
2111600373,BE,Jonathan De Cock,2025-10-02
6313605,NL,J.H.M. Harbers,2025-09-16
6189585,NL,Dijkgatshoeve,2025-08-28
175760,NL,Holterman C.V,2025-10-02
600345,NL,J J M HANENBERG,2025-10-16
6288967,NL,Mts. Veerman,2025-09-22
375814,NL,Zwijnenburg VOF,2025-09-24
916844600,GB,"David Armstrong, 15 Augher Point Road Omagh",2025-09-12
22013015,FR,GAEC De Beau Soleil,2025-10-20
025215001,GB,J NAYLOR T A JW NAYLOR & SONS HOBSON FARM,2025-09-23
146580502,GB,"I & J STEWART, 42 BOYLAND ROAD, BALLYMONEY, COUNTY ANTRIM",2025-10-12
409340,NL,Mts van den Boomen,2025-10-13
6116668,NL,Maatschap Hooijberg,2025-09-19
1101793189,BE,t'nieuw hoefke,2025-09-21
2667836,NL,Melkveehouderij Hank,2025-10-08
6104773,NL,AK Damsteegt vof,2025-09-09
6870430,NL,Melkveebedrijf aalbers,2025-09-25
066819502,GB,CEREDIG EVANS E G EVANS ERW FAWR,2025-09-29
913980100,GB,MR RONALD FRAZER,2025-10-08
028979601,GB,"C C & C J LOVATT, SPRINKS FARM, RUSHTON SPENCER, MACCLESFIELD, CHESHIRE",2025-10-20
305987,NL,hakkert 305987,2025-10-14
010580072684,DE,Heeschen GbR,2025-09-25
22237187,FR,EARL Gerel,2025-09-10
911295800,GB,Mr Thomas Gordon,2025-10-03
349077,NL,Vof Gebr. Posch,2025-10-11
452050,NL,Andrien,2025-09-19
447601,NL,Maatschap Rops-Linskens,2024-05-22
367585,NL,Firma Smit,2025-09-25
3102201052,BE,Antoni De Vlieghere L.V.,2025-10-03
279958,NL,Van Arendonk,2025-09-30
387730,NL,H. J. Rotteveel,2025-10-15
35079035,FR,BRUEZIERE JEROME,2025-07-08
6150693,NL,Longfield Dairy,2025-09-10
058828101,GB,Meadow Bank Farm,2025-04-25
108753501,GB,W H TRIPCONEY & SONS,2025-10-08
109808502,GB,DJ & JE MERRIN KNOWLE FARM UPTON CROSS LISKEARD CORNWALL,2025-02-05
910626,NL,Mts van der Wind-de Gier,2025-10-17
6326166,NL,Emiel Buijs V.O.F.,2025-09-18
39489024,FR,Irenee Humbert,2025-09-24
098890201,GB,BOARSBARROW FARMS LTD NORTHFIELD DAIRY,2025-06-19
297277,NL,Ottink-Schiphorst,2025-10-17
6133081,NL,J.W.C. Groot,2025-09-04
80594,NL,Mts verbeek,2025-09-24
08037038,FR,GAEC O FIL DU LAIT,2025-10-08
046627501,GB,N E ROSS & SONS WHITE HOUSE FARM,2025-10-17
098817002,GB,P & R KIMBER HIGHER STAVERDALE FARM,2025-04-01
446918,NL,Groenen melkvee,2025-09-09
358903,NL,VOF Koopmans,2025-10-02
315733,NL,Mts. Zuurhout,2025-07-14
6174332,NL,Maatschap Hylkema- Dijkstra,2025-09-14
14573017,FR,EARL EUDELINE,2025-09-03
4201003817,BE,Van den Hoecke,2025-10-13
7203400256,BE,Simons Jos,2025-09-26
399955,NL,VOF van den Heijkant,2025-05-20
1210552,NL,S.M.J. Luijkx,2025-09-23
50629038,FR,GAEC DU BIOT,2025-10-08
902668400,GB,RW & JM HOLT,2025-10-14
358800,NL,Steenman,2025-08-28
316536,NL,VOF Wilmsen,2025-01-27
307215,NL,Hopman,2025-10-16
394156,NL,JJJM Klep,2025-09-30
1304403456,BE,BRAEKMANS COMMV,2025-09-23
22354008,FR,GAEC SANTEZ ANNA,2025-10-13
22219137,FR,GAEC CORNEAN,2025-10-02
902321200,GB,BH & AE WORTH,2025-09-23
277455,NL,"RIPHAGEN, H",2024-11-20
027901901,GB,J D & B F BROADLEY & SONS BRUNDCLIFFE FARM B,2025-09-22
3103316855,BE,Van Poucke Lana,2025-10-01
419835,NL,Van Creij Dairy,2025-09-22
767563,NL,Maatschap Roelofsen Gendt,2025-09-04
170146,GB,D & S Morrison,2025-09-25
08124015,FR,GAEC DE LA BASSE WARBY,2025-09-21
146579001,GB,MR ANDREW GRAHAM,2025-10-07
776396,NL,VOF Bom Melkveebedrijf,2025-09-23
916150100,GB,T A GREENBANK FARM,2025-08-29
35210047,FR,GAEC DU GUESNEAU,2025-09-14
182234,NL,Zantinge Voerman CV,2025-10-14
313292,NL,mtsveltkamp-muis,2025-10-03
413305,NL,Mts Kuylaars,2025-09-27
375931,NL,Maatschap Verweij-Floor,2025-09-20
22176188,FR,EI rouxel Julien,2025-10-04
146551401,GB,FRANKIE MCFARLANE,2025-10-07
152226,NL,Mts Zwakenberg,2025-10-09
3301200693,BE,JOREN DEBLOCK,2025-09-18
901243600,GB,F PHILLIPSON & SON,2025-10-07
084665701,GB,JOSH BANKS EAST CLOSE FARMS,2023-03-21
313649,NL,Melkveehouderij Tommele C.V.,2025-09-18
11927,NL,melkfeehalderij politiek engwier,2025-03-26
6433970,NL,A.G.M. Kooiker,2025-09-19
6245010,NL,Vof Veehouderijbedrijf Treure,2025-10-10
4300900578,BE,Van de Walle Commvlo,2025-10-01
22206041,FR,GAEC De L'affiche,2025-08-19
63045073,FR,GAEC DES BLANCHONS,2025-09-22
901341900,GB,MEADOW LEA FARM,2025-08-28
1321049,NL,Maatschap van Will,2025-09-29
1317716,NL,P G A M DILVEN,2025-01-24
305963,NL,Maatschap verploeg- van beurden,2025-09-23
6089977,NL,Mts de Jongh,2025-10-07
407225,NL,van Wezel - de Roy,2025-09-13
901377100,GB,"LYNCH, GARRYHORN",2025-09-16
046393102,GB,F M ATTFIELD & SONS,2025-10-09
404008,NL,Van Herwijnen,2025-10-08
3601060534,BE,De Wulf Stijn,2025-10-06
141730700340,DE,Landwirtschaftsbetrieb Holger Hochstein,2025-10-03
01046062,FR,GAEC DE STIVAN,2025-10-07
146636501,GB,SAYERS BROTHERS 47 BARRON RD DONEMANAGH STRABANE TYRONE,2025-09-14
109348101,GB,"J TURNER, LOWER SLETCHCOTT FARM, KINGSNYMPTON, UMBERLEIGH, DEVON",2025-06-09
320450,NL,de koppel,2025-10-09
366483,NL,VOF Appelman de Wit,2025-10-08
9922,NL,C.C.S. Dijkstra-Poppe,2025-10-17
980656,NL,S. Smit,2025-10-11
22240017,FR,GAEC de la Ruais,2025-09-30
35074003,FR,EARL JBZH,2025-09-25
50072018,FR,Romain Boudet,2025-10-02
50443192,FR,SCEA DE LA COURBE,2025-10-13
152594,NL,Mts. Ridder - Kuiper,2025-10-14
35080009,FR,SCEA de la Boffetiere,2025-10-02
024556001,GB,G R & M GARTH & SON CALLOW HILL FARM,2025-10-19
106344,NL,Melkveehouderij Rm de Boer,2025-09-11
523697,NL,VOF Klep-Buijs,2025-10-15
392873,NL,Melkveebedrijf Menu,2025-09-09
306917,NL,EBBERS,2025-10-08
22014182,FR,GAEC de l'Ormelais,2025-09-04
915583700,GB,DAVID & MATTHEW GORDON,2025-09-22
912421900,GB,MR SEAN MCGEARY,2025-09-10
909136700,GB,MR IA & SEM & DE MAINWARING,2025-09-21
024825601,GB,J W & J M HARGREAVES BRIDGE END FARM,2025-09-22
29162010,FR,AUFFRET PIERRE,2025-10-06
109319401,GB,P J GRYLLS & SONS TREWORDER FARM,2025-10-03
305561,NL,H v VUREN,2025-10-12
6153322,NL,Jm Anker,2025-09-10
812470,NL,H. Balder,2025-09-20
902764000,GB,D M ROBERTS & SON,2025-10-21
912453400,GB,DAVID MCCARRAGHER,2025-09-30
38845,NL,Mts. van der Wal & van der Wal van der Veen,2025-09-09
35273019,FR,Gaec LE BOUILLON,2025-10-09
38028047,FR,GAEC DU MONIN,2025-09-29
4201101423,BE,philips gilbert en stijn (vvzrl),2025-09-22
257248,NL,Melkveehouderij Knol,2024-08-08
246912,NL,J.A. Middelwijk,2025-09-03
50427088,FR,MR CASINE JULIEN,2025-05-16
047006201,GB,T SMITH & SONS BUMBLEBEE HALL FARM,2024-07-29
1190483,NL,Melkveebedrijf de bont,2025-09-09
1102314969,BE,Verbreuken thys bvlo,2025-09-16
44729,NL,mvb Ypma,2025-10-03
485962,NL,A. Poot,2025-02-18
39504001,FR,Earl des BUIS-Daloz,2025-10-16
901247200,GB,J H TOWERS & SONS,2025-10-10
909024600,GB,MESSRS PEILE LIMITED,2025-09-17
146607202,GB,MR CAVAN JOHNSTON - ADAMS FARMING LTD,2025-02-12
366957,NL,Firma S+G Pool,2025-09-21
43111039,FR,GAEC DU MISTRAL,2025-10-01
056762703,GB,HARTPURY UNIVERSITY HARTPURY HOUSE,2024-11-06
108103301,GB,C T Holmes,2025-02-28
912434200,GB,SAMUEL & MARK HUTCHINSON,2025-09-30
901235300,GB,WEAVIAN FARMS,2025-09-17
911483100,GB,MR DAVID BORLAND,2025-09-19
1990384,NL,Maatschap Pijs-Nuiten,2025-09-09
300864,GB,Noel Savage,2025-09-11
524029,NL,Maatschap de Meijer,2025-10-01
6056285,NL,R.R. Iwema,2025-09-25
902540100,GB,"P B SUTTON & PARTNERS, HIPSLEY LANE",2025-09-05
3500364733,BE,Simon-Beuselinck,2025-10-17
378158,NL,Vof de Bruin,2025-09-13
351230,NL,Mts. van der Hulst,2025-10-04
018383102,GB,MESSRS W MESSENGER HOWES FARM,2025-09-17
52234008,FR,SCEA DE L'ECLUSE,2025-10-06
915458500,GB,Mr Mark Glenn,2025-09-09
918276200,GB,MR WM BLACK,2025-09-30
473008,NL,Maatschap Zeestraten,2025-09-21
4103101515,BE,DE SMET REGINA,2025-09-17
12627,NL,V.O.F. Gorte-Ziel,2025-10-01
349905,NL,Fa Zant den Hartog,2025-09-26
22140027,FR,GAEC Morfouasse,2025-09-03
22202006,FR,GAEC FOLLEZOU,2025-09-10
402392,NL,C. VAN BEEK,2025-09-24
4107900991,BE,Dubucq Kurt en Jonas,2024-08-25
7200322023,BE,MAATSCHAP PINXTEN-CLAES,2023-08-03
35180006,FR,GAEC LEROMAIN,2025-09-15
50502247,FR,TOCZE CHRISTOPHE,2025-09-15
6053642,NL,MTS EJ en HA Klein Kranenbarg,2025-09-24
422822,NL,J P A       BOUWENS,2025-02-13
911504500,GB,"Brian, Ryan & Eoin McCollum",2024-10-25
150675,NL,"ELZINGA, S",2023-03-23
168674,NL,Melkveebd Mulder - Heemskerk,2025-10-08
35072016,FR,TROPEE Bruno,2025-09-23
161523,NL,Vof Dijkema,2025-09-24
418324,NL,Kusters VOF,2025-09-20
912429800,GB,Eric & Jonny Clarke,2025-07-07
7202711758,BE,BONHOMME RENE,2024-08-07
226509,NL,melkveebedrijf G.W. Van den Berg,2025-10-16
146644001,GB,COLM O'MALLEY 50 DUNDALK ROAD,2024-10-11
921072001,GB,J E A OWENS & PARTNERS,2025-09-17
067122001,GB,GARETH HUGHES TANDDERWEN,2025-10-07
426244,NL,M J A DORTMANS,2025-10-11
438500,NL,Mts Verhoeven Mandemakers,2025-10-12
46255043,FR,DAMIEN DESCARGUES,2025-10-03
018874801,GB,"R & J McDONALD, KELLOE MAINS FARM",2025-08-21
057951901,GB,"J H B GAY, BROADFIELD FARM, TETBURY, GLOS",2025-10-15
280277,NL,Firma de man,2025-10-07
509446,NL,Maatschap Brugman-van Wilgen,2025-10-09
6153683,NL,Melkveebedrijf van Wichen,2025-10-10
50312024,FR,EARL LA PATIENCE,2025-10-15
915575100,GB,MR MATTHEW BLACK,2025-09-18
359517,NL,VOF Rol,2025-10-02
155357,NL,"VEENHUIS, MTS HJ+JH",2024-12-10
63144171,FR,Earl Gregoire Philippe,2025-09-26
901104700,GB,RJ WILLCOX LIMITED,2025-09-17
916670600,GB,A NELSON AND SONS,2025-09-29
909502900,GB,T A HARESBACK FARMS LTD,2025-09-16
29163022,FR,EARL HENRY,2025-10-09
018548902,GB,J L & G J TWEDDLE GARTHORNE FARM,2025-10-16
35343,NL,Zuidema,2025-10-19
163741,NL,MTS BOSMA-BOONSTRA,2025-10-17
345600,NL,Firma Coevert,2022-08-21
405605,NL,Maatschap Kessel,2025-10-20
68092011,FR,SCEA DIRRIG-MEISTER,2025-10-01
153074,NL,Van der werff,2025-09-05
443100,NL,Maatschap Konings Hanssen,2025-05-02
3302663575,BE,JAN DEBLOCK,2025-09-30
9836,NL,Firma van Dijk,2025-08-26
452036,NL,Maatschap Conjarts,2025-10-08
058806601,GB,A J & C M GIBBS LOWER BENTLEY FARM,2024-02-05
351481,NL,Van Dalen Vleescentrale,2025-10-16
354110,NL,Firma Kaatee,2025-10-08
2648697,NL,VOF Samsom,2025-09-19
56092073,FR,EARL DE LA GRENOUILLERE,2025-10-16
22386007,FR,GAEC DE QUATREVAUX,2025-10-17
109366101,GB,W J & B A KNELLER MIDDLE BURROW FARM,2025-09-25
911844900,GB,Andrew McNeill,2025-09-19
229685,NL,Roddenhof,2025-09-21
35106022,FR,EARL Aubry,2025-09-04
50262184,FR,GAEC ROGER,2025-10-10
357485,NL,N.T.J. de Jong,2025-09-23
6585206,NL,Mts. Westerhof,2025-10-14
362085,NL,Firma van Baar,2025-10-12
413611,NL,MTS W. en T. Jennissen,2025-10-19
35331010,FR,GAEC LAMBARD,2025-10-07
4107901193,BE,Van Kerkhove Wim,2025-09-23
238810,NL,Mts. Dankelman,2025-09-26
448112,NL,H.J.M Wilms,2025-09-11
525107,NL,Melkveebedrijf Vriends,2025-09-16
73054131,FR,Gaec Croes du Bachal,2025-10-06
901239200,GB,EH & R ECCLES,2025-09-30
078721902,GB,I G & H M E JONES & SONS GILFACH (2),2025-09-22
274197,NL,Melkveebedrijf Gerritsen,2025-10-07
414586,NL,m.t.s A&J Maas,2025-09-09
146659401,GB,ANDREW PARK,2025-10-14
262965,NL,Mts buitenhuis,2025-09-16
146619601,GB,MR BRIAN TRIMBLE,2023-07-31
1304007170,BE,Goris commvlo,2025-10-16
865111,NL,A van der Heiden,2025-10-02
1102813410,BE,Van Dijck Eric,2025-09-27
73128034,FR,EARL LA FERME D'ISOLA,2025-09-15
902194200,GB,F E CHILMAN & SON,2025-10-06
122005,NL,VOF Verhoef Spanga,2025-10-13
35215176,FR,EARL GAVARD,2025-10-08
22032128,FR,GAEC de Langanou,2025-10-02
146638301,GB,"ROBERT & STEPHEN CRAWFORD, 55 WATERFALL ROAD, RALOO, LARNE",2025-10-03
911407400,GB,Mr Raymond Gillespie,2023-03-22
1116838,NL,S+D de Wildt,2023-07-13
445919,NL,Rops Dairy,2025-09-29
70367006,FR,GAEC De Rosière,2025-10-13
146642701,GB,ALAN PAUL 9 CURRAGH ROAD,2025-10-14
FR22248004,FR,GAEC DU VIEUX MANOIR,2025-10-14
2449377,NL,G.D.G. de Klerk,2025-10-19
